# t(ms)	x	y
0	384	173
200	464	176
400	536	184
600	588	198
800	604	199
1000	608	186
1200	604	190
1400	609	209
1599	609	216
1799	604	219
1999	592	204
2199	571	162
2400	549	150
2600	546	170
2800	529	148
3000	518	154
3200	514	157
3400	519	145
3600	512	146
3800	524	162
4000	540	173
4200	556	189
4400	617	223
4600	659	257
4800	682	271
5000	697	280
5200	697	280
5400	656	198
5600	589	165
5800	563	171
6000	511	158
6200	494	147
6400	458	135
6600	484	143
6800	490	155
